"","sqID","bins","Site","bin.lag","Quarter","taxnovel","funcnovel","Country","HydroBasin","Yearb4Comm","meantrait","sdtrait","traitchange","sdchange","Abtraitchange","Absdchange"
"70","G10024 Q4",2014,"G10024",1,4,FALSE,FALSE,"SWE",2080030160,2013,1.01163841812074,0.517581172889466,-0.239526274590119,0.0426229532837016,0.239526274590119,0.0426229532837016
"71","G10024 Q4",2015,"G10024",1,4,FALSE,FALSE,"SWE",2080030160,2014,1.50591357271118,0.535388095414191,0.494275154590438,0.0178069225247255,0.494275154590438,0.0178069225247255
"72","G10024 Q4",2016,"G10024",1,4,FALSE,FALSE,"SWE",2080030160,2015,1.13114413394248,0.435196191529392,-0.3747694387687,-0.100191903884799,0.3747694387687,0.100191903884799
"73","G10024 Q4",2017,"G10024",1,4,FALSE,FALSE,"SWE",2080030160,2016,0.497658260174948,0.350821941175502,-0.633485873767532,-0.0843742503538904,0.633485873767532,0.0843742503538904
"74","G10024 Q4",2018,"G10024",1,4,FALSE,FALSE,"SWE",2080030160,2017,0.280044164361827,0.321435917529022,-0.217614095813122,-0.0293860236464802,0.217614095813122,0.0293860236464802
"75","G10026 Q4",1991,"G10026",1,4,TRUE,FALSE,"FIN",2080030100,1990,0.760509095283177,0.204761052034219,0.665798296515283,-0.101087379106483,0.665798296515283,0.101087379106483
"76","G10026 Q4",1993,"G10026",2,4,FALSE,FALSE,"FIN",2080030100,1991,1.43266786241601,0.249622529763678,0.672158767132831,0.0448614777294595,0.672158767132831,0.0448614777294595
"77","G10026 Q4",1994,"G10026",1,4,FALSE,FALSE,"FIN",2080030100,1993,0.757605094045779,0.206064596914158,-0.675062768370229,-0.0435579328495203,0.675062768370229,0.0435579328495203
"78","G10026 Q4",1995,"G10026",1,4,FALSE,FALSE,"FIN",2080030100,1994,1.00505153186741,0.20511755360069,0.247446437821634,-0.000947043313468121,0.247446437821634,0.000947043313468121
"79","G10026 Q4",1996,"G10026",1,4,FALSE,FALSE,"FIN",2080030100,1995,0.924250259580969,0.210906546838012,-0.080801272286444,0.00578899323732224,0.080801272286444,0.00578899323732224
"80","G10026 Q4",1997,"G10026",1,4,FALSE,FALSE,"FIN",2080030100,1996,1.28894234825292,0.182024827287056,0.364692088671949,-0.0288817195509558,0.364692088671949,0.0288817195509558
"81","G10026 Q4",1998,"G10026",1,4,FALSE,FALSE,"FIN",2080030100,1997,1.2716515989474,0.191258498713618,-0.0172907493055205,0.00923367142656234,0.0172907493055205,0.00923367142656234
"82","G10026 Q4",1999,"G10026",1,4,FALSE,FALSE,"FIN",2080030100,1998,1.3403113807458,0.229437392329749,0.0686597817984052,0.0381788936161301,0.0686597817984052,0.0381788936161301
"83","G10026 Q4",2000,"G10026",1,4,FALSE,FALSE,"FIN",2080030100,1999,1.27771039545192,0.234415121237242,-0.062600985293884,0.00497772890749387,0.062600985293884,0.00497772890749387
"84","G10026 Q4",2001,"G10026",1,4,FALSE,FALSE,"FIN",2080030100,2000,1.24622604577356,0.21920839820054,-0.031484349678363,-0.0152067230367025,0.031484349678363,0.0152067230367025
"85","G10026 Q4",2002,"G10026",1,4,FALSE,FALSE,"FIN",2080030100,2001,1.21403308588388,0.167528197050016,-0.0321929598896764,-0.0516802011505239,0.0321929598896764,0.0516802011505239
"86","G10026 Q4",2005,"G10026",3,4,FALSE,FALSE,"FIN",2080030100,2002,0.969577126817473,0.201066472309352,-0.244455959066405,0.0335382752593362,0.244455959066405,0.0335382752593362
"87","G10027 Q4",2005,"G10027",2,4,FALSE,FALSE,"SWE",2080030220,2003,2.99129730591056,0.920453875897832,-0.012165182291012,0.00933356919179451,0.012165182291012,0.00933356919179451
"88","G10027 Q4",2008,"G10027",3,4,FALSE,FALSE,"SWE",2080030220,2005,1.77950364855368,0.678888189208172,-1.21179365735688,-0.24156568668966,1.21179365735688,0.24156568668966
"89","G10027 Q4",2010,"G10027",2,4,FALSE,FALSE,"SWE",2080030220,2008,2.83094631083501,1.06999713049217,1.05144266228133,0.391108941283999,1.05144266228133,0.391108941283999
"90","G10027 Q4",2015,"G10027",5,4,FALSE,FALSE,"SWE",2080030220,2010,2.98042333742125,0.929069957680552,0.149477026586241,-0.140927172811618,0.149477026586241,0.140927172811618
"91","G10027 Q4",2016,"G10027",1,4,FALSE,FALSE,"SWE",2080030220,2015,2.59065296652089,0.81204283810965,-0.389770370900366,-0.117027119570903,0.389770370900366,0.117027119570903
"92","G10027 Q4",2018,"G10027",2,4,FALSE,FALSE,"SWE",2080030220,2016,1.85571292052114,0.832727463912428,-0.734940045999742,0.0206846258027786,0.734940045999742,0.0206846258027786
"93","G10029 Q4",2002,"G10029",2,4,FALSE,FALSE,"SWE",2080030160,2000,0.933396749545152,0.272805333071919,-0.10916946504579,-0.0208986039347445,0.10916946504579,0.0208986039347445
"94","G10029 Q4",2004,"G10029",2,4,FALSE,FALSE,"SWE",2080030160,2002,0.404287429170404,0.24486422723609,-0.529109320374749,-0.0279411058358284,0.529109320374749,0.0279411058358284
"95","G10029 Q4",2006,"G10029",2,4,FALSE,FALSE,"SWE",2080030160,2004,1.02045271323608,0.267421145348775,0.616165284065676,0.0225569181126845,0.616165284065676,0.0225569181126845
"96","G10029 Q4",2008,"G10029",2,4,FALSE,FALSE,"SWE",2080030160,2006,0.748558437290534,0.241553900275444,-0.271894275945545,-0.0258672450733309,0.271894275945545,0.0258672450733309
"97","G10029 Q4",2010,"G10029",2,4,FALSE,FALSE,"SWE",2080030160,2008,1.06753214699615,0.359009880788169,0.318973709705612,0.117455980512725,0.318973709705612,0.117455980512725
"98","G10029 Q4",2012,"G10029",2,4,FALSE,FALSE,"SWE",2080030160,2010,0.876491209958078,0.297172228830225,-0.191040937038068,-0.0618376519579439,0.191040937038068,0.0618376519579439
"99","G10029 Q4",2013,"G10029",1,4,FALSE,FALSE,"SWE",2080030160,2012,0.673243562275849,0.304222466686314,-0.203247647682229,0.00705023785608871,0.203247647682229,0.00705023785608871
"100","G10029 Q4",2016,"G10029",3,4,FALSE,FALSE,"SWE",2080030160,2013,0.85928477215963,0.374945444101239,0.186041209883781,0.0707229774149255,0.186041209883781,0.0707229774149255
"101","G10029 Q4",2017,"G10029",1,4,FALSE,FALSE,"SWE",2080030160,2016,0.924706467197275,0.319472944746403,0.0654216950376449,-0.0554724993548361,0.0654216950376449,0.0554724993548361
"102","G10029 Q4",2018,"G10029",1,4,FALSE,FALSE,"SWE",2080030160,2017,1.74060421227966,0.329368612169101,0.815897745082385,0.00989566742269793,0.815897745082385,0.00989566742269793
"103","G10030 Q4",2003,"G10030",1,4,FALSE,FALSE,"SWE",2080030220,2002,2.03584025730948,0.575039456036029,0.265687571523417,0.161898465493552,0.265687571523417,0.161898465493552
"104","G10030 Q4",2005,"G10030",2,4,FALSE,FALSE,"SWE",2080030220,2003,3.11860835266593,0.719318065044079,1.08276809535645,0.14427860900805,1.08276809535645,0.14427860900805
"105","G10030 Q4",2008,"G10030",3,4,FALSE,FALSE,"SWE",2080030220,2005,1.68238453469298,0.408087659104844,-1.43622381797295,-0.311230405939235,1.43622381797295,0.311230405939235
"106","G10030 Q4",2010,"G10030",2,4,FALSE,FALSE,"SWE",2080030220,2008,3.08142375023378,0.733384046407438,1.3990392155408,0.325296387302594,1.3990392155408,0.325296387302594
"107","G10030 Q4",2015,"G10030",5,4,FALSE,FALSE,"SWE",2080030220,2010,3.02321997444855,0.761275116732737,-0.058203775785227,0.0278910703252997,0.058203775785227,0.0278910703252997
"108","G10030 Q4",2016,"G10030",1,4,FALSE,FALSE,"SWE",2080030220,2015,1.70824568440469,0.620845895476741,-1.31497429004386,-0.140429221255996,1.31497429004386,0.140429221255996
"109","G10030 Q4",2018,"G10030",2,4,FALSE,FALSE,"SWE",2080030220,2016,2.83094631083501,0.895223827588964,1.12270062643032,0.274377932112223,1.12270062643032,0.274377932112223
"110","G10036 Q4",2001,"G10036",1,4,FALSE,FALSE,"SWE",2080030220,2000,1.76159003563762,0.544194422920741,-0.0207167206623506,-0.0383137457952343,0.0207167206623506,0.0383137457952343
"111","G10036 Q4",2003,"G10036",2,4,FALSE,FALSE,"SWE",2080030220,2001,1.58326862175512,0.462120654029108,-0.178321413882501,-0.0820737688916329,0.178321413882501,0.0820737688916329
"112","G10036 Q4",2005,"G10036",2,4,FALSE,FALSE,"SWE",2080030220,2003,2.83094631083501,1.00089066678324,1.24767768907989,0.53877001275413,1.24767768907989,0.53877001275413
"113","G10036 Q4",2008,"G10036",3,4,FALSE,FALSE,"SWE",2080030220,2005,1.66249286258913,0.628567585415891,-1.16845344824588,-0.372323081367347,1.16845344824588,0.372323081367347
"114","G10036 Q4",2009,"G10036",1,4,FALSE,FALSE,"SWE",2080030220,2008,1.43329448853565,0.569385879286874,-0.229198374053487,-0.059181706129017,0.229198374053487,0.059181706129017
"115","G10036 Q4",2010,"G10036",1,4,FALSE,FALSE,"SWE",2080030220,2009,2.37572902675076,0.671412609781642,0.94243453821511,0.102026730494768,0.94243453821511,0.102026730494768
"116","G10036 Q4",2016,"G10036",6,4,FALSE,FALSE,"SWE",2080030220,2010,1.92844606889408,0.644594625382203,-0.447282957856673,-0.0268179843994387,0.447282957856673,0.0268179843994387
"117","G10036 Q4",2018,"G10036",2,4,FALSE,FALSE,"SWE",2080030220,2016,1.25392844306471,0.34976854123034,-0.674517625829379,-0.294826084151863,0.674517625829379,0.294826084151863
"118","G10037 Q4",2005,"G10037",2,4,FALSE,FALSE,"SWE",2080030220,2003,1.26317921261616,0.691289733573491,0.188754070934552,0.343028311713724,0.188754070934552,0.343028311713724
"119","G10037 Q4",2008,"G10037",3,4,FALSE,FALSE,"SWE",2080030220,2005,1.3611232190556,0.637457661117281,0.0979440064394423,-0.0538320724562107,0.0979440064394423,0.0538320724562107
"120","G10037 Q4",2010,"G10037",2,4,FALSE,FALSE,"SWE",2080030220,2008,0.901300182590182,0.45954466582455,-0.45982303646542,-0.177912995292731,0.45982303646542,0.177912995292731
"121","G10037 Q4",2012,"G10037",2,4,FALSE,FALSE,"SWE",2080030220,2010,-0.725669990386533,0.302242357719195,-1.62697017297671,-0.157302308105355,1.62697017297671,0.157302308105355
"122","G10037 Q4",2016,"G10037",4,4,FALSE,FALSE,"SWE",2080030220,2012,0.911682632189978,0.562398836517447,1.63735262257651,0.260156478798253,1.63735262257651,0.260156478798253
"123","G10037 Q4",2017,"G10037",1,4,FALSE,FALSE,"SWE",2080030220,2016,0.89043497296739,0.536504691844277,-0.0212476592225885,-0.0258941446731709,0.0212476592225885,0.0258941446731709
"124","G10037 Q4",2018,"G10037",1,4,FALSE,FALSE,"SWE",2080030220,2017,0.726701579759158,0.28233289516545,-0.163733393208232,-0.254171796678826,0.163733393208232,0.254171796678826
"125","G10038 Q4",1997,"G10038",1,4,FALSE,FALSE,"SWE",2080030160,1996,1.41909056094141,0.281254563581916,-0.60188455542534,-0.403867869612927,0.60188455542534,0.403867869612927
"126","G10038 Q4",1999,"G10038",2,4,FALSE,FALSE,"SWE",2080030160,1997,1.21080803984612,0.371615919879098,-0.208282521095293,0.0903613562971817,0.208282521095293,0.0903613562971817
"127","G10038 Q4",2000,"G10038",1,4,FALSE,FALSE,"SWE",2080030160,1999,0.858152330487842,0.371022994234151,-0.352655709358277,-0.000592925644946507,0.352655709358277,0.000592925644946507
"128","G10038 Q4",2002,"G10038",2,4,FALSE,FALSE,"SWE",2080030160,2000,0.884703165656132,0.28155504665795,0.0265508351682897,-0.0894679475762017,0.0265508351682897,0.0894679475762017
"129","G10038 Q4",2004,"G10038",2,4,FALSE,FALSE,"SWE",2080030160,2002,1.23827675040538,0.390034942836522,0.353573584749246,0.108479896178572,0.353573584749246,0.108479896178572
"130","G10038 Q4",2005,"G10038",1,4,FALSE,FALSE,"SWE",2080030160,2004,2.83094631083501,1.06999713049217,1.59266956042963,0.679962187655649,1.59266956042963,0.679962187655649
"131","G10038 Q4",2008,"G10038",3,4,FALSE,FALSE,"SWE",2080030160,2005,0.794945455243526,0.383867490499604,-2.03600085559148,-0.686129639992566,2.03600085559148,0.686129639992566
"132","G10038 Q4",2010,"G10038",2,4,FALSE,FALSE,"SWE",2080030160,2008,1.68204334305587,0.372108763886194,0.887097887812348,-0.0117587266134098,0.887097887812348,0.0117587266134098
"133","G10038 Q4",2012,"G10038",2,4,FALSE,FALSE,"SWE",2080030160,2010,2.27706474515578,0.567220324537167,0.595021402099902,0.195111560650973,0.595021402099902,0.195111560650973
"134","G10038 Q4",2013,"G10038",1,4,FALSE,TRUE,"SWE",2080030160,2012,0.419533132871721,0.374994776682275,-1.85753161228405,-0.192225547854891,1.85753161228405,0.192225547854891
"135","G10038 Q4",2014,"G10038",1,4,FALSE,FALSE,"SWE",2080030160,2013,0.773290852758455,0.362742527000969,0.353757719886733,-0.0122522496813066,0.353757719886733,0.0122522496813066
"136","G10038 Q4",2015,"G10038",1,4,FALSE,FALSE,"SWE",2080030160,2014,1.11908268098885,0.536496095861038,0.345791828230394,0.173753568860069,0.345791828230394,0.173753568860069
"137","G10038 Q4",2016,"G10038",1,4,FALSE,FALSE,"SWE",2080030160,2015,1.03027250630413,0.421126402317505,-0.0888101746847201,-0.115369693543533,0.0888101746847201,0.115369693543533
"138","G10038 Q4",2017,"G10038",1,4,FALSE,FALSE,"SWE",2080030160,2016,0.941232189722022,0.408700791969803,-0.0890403165821068,-0.0124256103477017,0.0890403165821068,0.0124256103477017
"139","G10038 Q4",2018,"G10038",1,4,FALSE,FALSE,"SWE",2080030160,2017,1.43413287199892,0.42317929002826,0.492900682276899,0.0144784980584567,0.492900682276899,0.0144784980584567
"140","G10039 Q4",2009,"G10039",1,4,FALSE,FALSE,"SWE",2080032980,2008,0.0857106097814112,0.469753943186176,0.0422128325147022,-0.0389430989637187,0.0422128325147022,0.0389430989637187
"141","G10039 Q4",2010,"G10039",1,4,FALSE,FALSE,"SWE",2080032980,2009,0.449304760972297,0.519669896418429,0.363594151190886,0.0499159532322531,0.363594151190886,0.0499159532322531
"142","G10039 Q4",2011,"G10039",1,4,FALSE,FALSE,"SWE",2080032980,2010,-0.0495195595120087,0.522111850848697,-0.498824320484306,0.00244195443026785,0.498824320484306,0.00244195443026785
"143","G10039 Q4",2012,"G10039",1,4,FALSE,FALSE,"SWE",2080032980,2011,-0.457662097373654,0.210158246498881,-0.408142537861645,-0.311953604349816,0.408142537861645,0.311953604349816
